strain,accession,target_name,target_description,query_name,pfam_id,evalue,score,bias,domain_evalue,domain_score
IITB3,GCF_036630065.1,WP_338430134.1,3-oxoacyl-[acyl-carrier-protein] reductase [Synechococcus elongatus],adh_short,adh_short,2.7156985944832974e-68,226.60775756835938,6.42095947265625,3.2806558853063258e-68,226.33993530273438
IITB3,GCF_036630065.1,WP_208672814.1,glucose 1-dehydrogenase [Synechococcus elongatus],adh_short,adh_short,4.937466771405392e-56,186.60488891601562,0.0789642333984375,9.304693892360655e-56,185.70692443847656
IITB3,GCF_036630065.1,WP_338430774.1,SDR family oxidoreductase [Synechococcus elongatus],adh_short,adh_short,2.5705454366122747e-50,167.95201110839844,0.0004730224609375,3.38127281305244e-50,167.56353759765625
IITB3,GCF_036630065.1,WP_338429553.1,SDR family oxidoreductase [Synechococcus elongatus],adh_short,adh_short,8.477890894778877e-31,104.26436614990234,0.0006103515625,1.027737180708229e-30,103.9916000366211
IITB3,GCF_036630065.1,WP_338429401.1,SDR family NAD(P)-dependent oxidoreductase [Synechococcus elongatus],adh_short,adh_short,3.524908494498544e-28,95.71908569335938,0.03235626220703125,1.4977273722050704e-27,93.66900634765625
IITB3,GCF_036630065.1,WP_208675278.1,enoyl-ACP reductase FabI [Synechococcus elongatus],adh_short,adh_short,5.843522628855966e-22,75.42491149902344,0.142242431640625,1.0963595327392886e-21,74.53321075439453
IITB3,GCF_036630065.1,WP_338429474.1,protochlorophyllide reductase [Synechococcus elongatus],adh_short,adh_short,6.971778543263973e-20,68.64878845214844,0.00040435791015625,3.9890851619715744e-18,62.91400909423828
IITB3,GCF_036630065.1,WP_338431516.1,bifunctional sterol desaturase/short chain dehydrogenase [Synechococcus elongatus],adh_short,adh_short,4.0009701562153625e-08,30.28002166748047,0.02762603759765625,1.5324451258824148e-07,28.376989364624023
IITB3,GCF_036630065.1,WP_338429960.1,S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase [Synechococcus elongatus],ADH_zinc_N,ADH_zinc_N,6.673871985995245e-26,88.09689331054688,0.03723907470703125,1.2150478935169683e-25,87.25544738769531
IITB3,GCF_036630065.1,WP_338429710.1,zinc-dependent alcohol dehydrogenase family protein [Synechococcus elongatus],ADH_zinc_N,ADH_zinc_N,8.495217030894733e-23,78.05706787109375,0.02190399169921875,2.129253917976097e-22,76.76667022705078
