strain,accession,target_name,target_description,query_name,pfam_id,evalue,score,bias,domain_evalue,domain_score
MU1415,GCF_019324885.1,WP_209083067.1,3-oxoacyl-[acyl-carrier-protein] reductase [Prochlorococcus marinus],adh_short,adh_short,8.892152944140065e-68,224.42823791503906,1.7036590576171875,1.0815488952777511e-67,224.1507568359375
MU1415,GCF_019324885.1,WP_209083142.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,9.27182758375617e-49,162.37242126464844,0.0040435791015625,1.082073571742459e-48,162.15350341796875
MU1415,GCF_019324885.1,WP_209083228.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.7952736473676824e-35,119.0173568725586,0.00061798095703125,2.095319028736497e-35,118.79834747314453
MU1415,GCF_019324885.1,WP_209085599.1,oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,5.383079262048702e-35,117.46124267578125,0.0272979736328125,3.7409334725364803e-34,114.71398162841797
MU1415,GCF_019324885.1,WP_209083317.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,5.092705468799492e-28,94.69898223876953,0.01940155029296875,6.673126507682271e-28,94.31597137451172
MU1415,GCF_019324885.1,WP_209083147.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,2.3461367534813747e-23,79.4823989868164,0.0016632080078125,3.7026791617991215e-19,65.78388977050781
MU1415,GCF_019324885.1,WP_209083147.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,2.3461367534813747e-23,79.4823989868164,0.0016632080078125,0.015292001154944451,11.56643009185791
MU1415,GCF_019324885.1,WP_209082909.1,enoyl-ACP reductase FabI [Prochlorococcus marinus],adh_short,adh_short,5.50113571782725e-18,61.95988845825195,0.001026153564453125,7.265970813039591e-18,61.56558609008789
MU1415,GCF_019324885.1,WP_209083027.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.91034995293281e-17,59.59914779663086,0.000522613525390625,3.448724376801529e-16,56.095645904541016
MU1415,GCF_019324885.1,WP_209083230.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,4.5821156993120655e-15,52.42999267578125,0.003726959228515625,1.4224039418361027e-13,47.561771392822266
MU1415,GCF_019324885.1,WP_209085058.1,UDP-glucose 4-epimerase GalE [Prochlorococcus marinus],adh_short,adh_short,2.7159212096531517e-09,33.59331130981445,0.009754180908203125,4.684960745363195e-09,32.820674896240234
MU1415,GCF_019324885.1,WP_209085197.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,8.348580036308457e-09,32.00197219848633,0.09688186645507812,1.6187361422660684e-07,27.800682067871094
MU1415,GCF_019324885.1,WP_209083088.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.5726510429827196e-07,27.841611862182617,0.01441192626953125,0.003407282223028292,13.694074630737305
MU1415,GCF_019324885.1,WP_209083088.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.5726510429827196e-07,27.841611862182617,0.01441192626953125,0.009101592059577099,12.301732063293457
MU1415,GCF_019324885.1,WP_209086021.1,class II fumarate hydratase [Prochlorococcus marinus],Lyase_1,Lyase_1,6.924572767968355e-94,311.53350830078125,0.00531005859375,8.710658037390907e-94,311.2061462402344
MU1415,GCF_019324885.1,WP_209082640.1,argininosuccinate lyase [Prochlorococcus marinus],Lyase_1,Lyase_1,2.6674002372354774e-73,243.9124755859375,0.000640869140625,3.367134771500377e-73,243.58013916015625
MU1415,GCF_019324885.1,WP_209086018.1,adenylosuccinate lyase [Prochlorococcus marinus],Lyase_1,Lyase_1,7.579818775945037e-52,173.4405975341797,0.0133209228515625,1.0355768713713474e-51,172.99542236328125
MU1415,GCF_019324885.1,WP_209082698.1,acetyl-CoA carboxylase biotin carboxylase subunit [Prochlorococcus marinus],Biotin_carb_N,Biotin_carb_N,1.071521484113233e-47,157.9461212158203,0.185546875,3.497065281493081e-47,156.2926025390625
MU1415,GCF_019324885.1,WP_209082913.1,NUDIX hydrolase [Prochlorococcus marinus],NUDIX,NUDIX,2.0484151262342357e-14,50.545501708984375,0.015224456787109375,2.6225430303544776e-14,50.19816970825195
MU1415,GCF_019324885.1,WP_209082655.1,acetyl-CoA carboxylase biotin carboxyl carrier protein [Prochlorococcus marinus],Biotin_lipoyl,Biotin_lipoyl,9.221829790247024e-22,73.54364776611328,0.09857940673828125,1.3735907089563878e-21,72.9892349243164
MU1415,GCF_019324885.1,WP_209083019.1,dihydrolipoamide acetyltransferase family protein [Prochlorococcus marinus],Biotin_lipoyl,Biotin_lipoyl,1.7194629931214097e-19,66.26882934570312,0.1646270751953125,5.186540261567671e-19,64.73258209228516
MU1415,GCF_019324885.1,WP_209084810.1,HlyD family efflux transporter periplasmic adaptor subunit [Prochlorococcus marinus],Biotin_lipoyl,Biotin_lipoyl,3.334548517159604e-06,23.695838928222656,0.4080963134765625,0.0005875492637592322,16.499736785888672
MU1415,GCF_019324885.1,WP_209084810.1,HlyD family efflux transporter periplasmic adaptor subunit [Prochlorococcus marinus],Biotin_lipoyl,Biotin_lipoyl,3.334548517159604e-06,23.695838928222656,0.4080963134765625,3.8504272280210294,4.271962642669678
MU1415,GCF_019324885.1,WP_209084841.1,efflux RND transporter periplasmic adaptor subunit [Prochlorococcus marinus],Biotin_lipoyl,Biotin_lipoyl,5.895770510868548e-06,22.902849197387695,0.13575363159179688,7.117554676020873e-05,19.436843872070312
MU1415,GCF_019324885.1,WP_209083206.1,"1,4-dihydroxy-2-naphthoyl-CoA synthase [Prochlorococcus marinus]",ECH_1,ECH_1,4.7750767015266305e-67,222.72653198242188,0.0010223388671875,5.97731899976825e-67,222.40704345703125
MU1415,GCF_019324885.1,WP_209082738.1,L-aspartate oxidase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,1.4587090775973107e-88,294.6029968261719,0.33465576171875,1.7444694225447113e-88,294.3470764160156
MU1415,GCF_019324885.1,WP_209082674.1,glycine oxidase ThiO [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,9.770626954794083e-13,44.838016510009766,0.012859344482421875,2.854971443308459e-12,43.30410385131836
MU1415,GCF_019324885.1,WP_209082845.1,NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,5.5641305962775204e-11,39.05561447143555,0.9018707275390625,1.292946066854834e-07,27.967660903930664
MU1415,GCF_019324885.1,WP_209086623.1,NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,3.911554922831722e-09,32.971893310546875,0.4716987609863281,5.1147812741626244e-08,29.294300079345703
MU1415,GCF_019324885.1,WP_209085343.1,dihydrolipoyl dehydrogenase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,7.233074993884119e-09,32.09250259399414,4.25286865234375,5.972631052117678e-05,19.190717697143555
MU1415,GCF_019324885.1,WP_209085343.1,dihydrolipoyl dehydrogenase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,7.233074993884119e-09,32.09250259399414,4.25286865234375,0.0109471061411857,11.736125946044922
MU1415,GCF_019324885.1,WP_209083128.1,NAD(P)/FAD-dependent oxidoreductase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,4.0844349846815796e-08,29.616100311279297,0.0040073394775390625,5.44391797792842e-08,29.20508575439453
MU1415,GCF_019324885.1,WP_209084344.1,carotenoid isomerase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,1.2257442396239872e-07,28.044015884399414,2.559276580810547,1.9752739545462704e-05,20.773574829101562
MU1415,GCF_019324885.1,WP_209082963.1,phytoene desaturase family protein [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,6.261046273996532e-07,25.711103439331055,0.16839981079101562,5.184357639037386e-06,22.687122344970703
MU1415,GCF_019324885.1,WP_209086272.1,"C-3',4' desaturase CrtD [Prochlorococcus marinus]",FAD_binding_2,FAD_binding_2,1.0114452275529507e-06,25.024993896484375,2.441835403442383,1.5139579834050992e-06,24.4479923248291
MU1415,GCF_019324885.1,WP_209084866.1,thioredoxin-disulfide reductase [Prochlorococcus marinus],FAD_binding_2,FAD_binding_2,2.5352515571290057e-06,23.710458755493164,3.0470504760742188,3.2112523942969163e-05,20.078401565551758
MU1415,GCF_019324885.1,WP_209083391.1,"acetyl-CoA carboxylase, carboxyltransferase subunit beta [Prochlorococcus marinus]",Carboxyl_trans,Carboxyl_trans,4.107903915136686e-20,68.64244079589844,0.11479949951171875,8.214710138279292e-20,67.64972686767578
MU1415,GCF_019324885.1,WP_209083141.1,acetyl-CoA carboxylase carboxyltransferase subunit alpha [Prochlorococcus marinus],Carboxyl_trans,Carboxyl_trans,1.0040696427748665e-11,40.97532272338867,0.0877685546875,1.2402987869505027e-11,40.67265701293945
MU1415,GCF_019324885.1,WP_209085473.1,3-hydroxyacyl-ACP dehydratase FabZ [Prochlorococcus marinus],MaoC_dehydratas,MaoC_dehydratas,6.276583668736379e-06,22.656192779541016,0.0036945343017578125,2.3751104823263537e-05,20.789682388305664
MU1415,GCF_019324885.1,WP_209083687.1,methionine synthase [Prochlorococcus marinus],B12-binding,B12-binding,7.574978338946446e-20,67.80789184570312,0.01264190673828125,4.0945975647946757e-19,65.44232940673828
MU1415,GCF_019324885.1,WP_209082698.1,acetyl-CoA carboxylase biotin carboxylase subunit [Prochlorococcus marinus],Biotin_carb_C,Biotin_carb_C,3.9227787039723546e-44,146.02645874023438,0.0003662109375,7.474878053457412e-44,145.12567138671875
MU1415,GCF_019324885.1,WP_209083840.1,carbamoyl-phosphate synthase large subunit [Prochlorococcus marinus],CPSase_L_D2,CPSase_L_D2,1.2247195417270221e-106,351.7322998046875,0.040740966796875,5.480275146528901e-70,231.97537231445312
