strain,accession,target_name,target_description,query_name,pfam_id,evalue,score,bias,domain_evalue,domain_score
CUG1416,GCF_017695965.1,WP_209107978.1,3-oxoacyl-[acyl-carrier-protein] reductase [Prochlorococcus marinus],adh_short,adh_short,6.37080643064176e-68,224.8669891357422,1.9985504150390625,7.74628290033129e-68,224.5899658203125
CUG1416,GCF_017695965.1,WP_209108048.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.4686765878377066e-51,171.47576904296875,0.00177001953125,1.7034840531855785e-51,171.26559448242188
CUG1416,GCF_017695965.1,WP_209108134.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.3389873673036096e-36,121.87165832519531,0.00049591064453125,2.7398870293883648e-36,121.64747619628906
CUG1416,GCF_017695965.1,WP_209108955.1,oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.3075066950634067e-34,115.36490631103516,0.02335357666015625,1.5699366548407714e-33,112.64769744873047
CUG1416,GCF_017695965.1,WP_209108200.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.9764528146942294e-27,92.74352264404297,0.00894927978515625,2.660769166263286e-27,92.32220458984375
CUG1416,GCF_017695965.1,WP_209108054.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,1.642614985165636e-23,79.95379638671875,0.00244903564453125,3.0141181914596737e-19,66.04168701171875
CUG1416,GCF_017695965.1,WP_209108054.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,1.642614985165636e-23,79.95379638671875,0.00244903564453125,0.013155884754614924,11.745878219604492
CUG1416,GCF_017695965.1,WP_209107841.1,enoyl-ACP reductase FabI [Prochlorococcus marinus],adh_short,adh_short,1.862636182644553e-18,63.460777282714844,0.000621795654296875,2.459299933934101e-18,63.06698989868164
CUG1416,GCF_017695965.1,WP_209107941.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,9.406182276463489e-17,57.90299606323242,0.000408172607421875,6.584745655280092e-16,55.14537048339844
CUG1416,GCF_017695965.1,WP_209108136.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.837697924709417e-16,56.338226318359375,0.013019561767578125,6.710800143339525e-14,48.59254455566406
CUG1416,GCF_017695965.1,WP_209108136.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.837697924709417e-16,56.338226318359375,0.013019561767578125,1.0509731313235138,5.538156986236572
CUG1416,GCF_017695965.1,WP_209108821.1,UDP-glucose 4-epimerase GalE [Prochlorococcus marinus],adh_short,adh_short,2.132606966601047e-09,33.90217590332031,0.006015777587890625,3.5796005885592216e-09,33.16825485229492
CUG1416,GCF_017695965.1,WP_209107995.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.8047880539432032e-06,24.349760055541992,0.013538360595703125,0.0070307478978729986,12.633794784545898
CUG1416,GCF_017695965.1,WP_209107995.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.8047880539432032e-06,24.349760055541992,0.013538360595703125,0.045712428955182544,9.980887413024902
CUG1416,GCF_017695965.1,WP_209109058.1,class II fumarate hydratase [Prochlorococcus marinus],Lyase_1,Lyase_1,3.671788952231009e-94,312.404541015625,0.0057373046875,4.706542037338482e-94,312.05035400390625
CUG1416,GCF_017695965.1,WP_209107538.1,argininosuccinate lyase [Prochlorococcus marinus],Lyase_1,Lyase_1,1.363064699248886e-71,238.26654052734375,0.0001068115234375,1.7401052938686108e-71,237.91815185546875
CUG1416,GCF_017695965.1,WP_209109057.1,adenylosuccinate lyase [Prochlorococcus marinus],Lyase_1,Lyase_1,6.6049719924161736e-52,173.60299682617188,0.0130157470703125,9.09181899614158e-52,173.14712524414062
CUG1416,GCF_017695965.1,WP_209107628.1,acetyl-CoA carboxylase biotin carboxylase subunit [Prochlorococcus marinus],Biotin_carb_N,Biotin_carb_N,1.9070185136116308e-47,157.10696411132812,0.0496063232421875,4.0063665278641134e-47,156.06922912597656
CUG1416,GCF_017695965.1,WP_209107845.1,NUDIX hydrolase [Prochlorococcus marinus],NUDIX,NUDIX,4.7707582858407275e-15,52.56039810180664,0.0152587890625,6.3407953302402366e-15,52.16046142578125
