strain,accession,target_name,target_description,query_name,pfam_id,evalue,score,bias,domain_evalue,domain_score
MU1410,GCF_019324955.1,WP_209088819.1,3-oxoacyl-[acyl-carrier-protein] reductase [Prochlorococcus marinus],adh_short,adh_short,1.571979236481735e-67,223.55792236328125,1.803955078125,1.8522724486753513e-67,223.32540893554688
MU1410,GCF_019324955.1,WP_209089023.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.1226539447396425e-50,167.66171264648438,0.1600189208984375,4.7536748327914785e-50,166.51918029785156
MU1410,GCF_019324955.1,WP_209091285.1,oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,6.392598656738286e-36,120.417724609375,0.016357421875,4.1527558338785657e-35,117.76603698730469
MU1410,GCF_019324955.1,WP_209089245.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,1.710868338992265e-34,115.75969696044922,0.00048065185546875,2.0054043376618488e-34,115.53459930419922
MU1410,GCF_019324955.1,WP_209089418.1,SDR family oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,2.8997339928699123e-27,92.17117309570312,0.00888824462890625,4.3685734475864e-27,91.59042358398438
MU1410,GCF_019324955.1,WP_209089037.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,3.452391748336782e-23,78.87205505371094,0.00927734375,3.7360659976566783e-19,65.70824432373047
MU1410,GCF_019324955.1,WP_209089037.1,protochlorophyllide reductase [Prochlorococcus marinus],adh_short,adh_short,3.452391748336782e-23,78.87205505371094,0.00927734375,0.021494748479125664,11.021015167236328
MU1410,GCF_019324955.1,WP_209088435.1,enoyl-ACP reductase FabI [Prochlorococcus marinus],adh_short,adh_short,2.43482104261703e-18,63.05200958251953,0.001102447509765625,3.214791768404526e-18,62.6582145690918
MU1410,GCF_019324955.1,WP_209089250.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,7.406950440126492e-17,58.21245193481445,0.014862060546875,1.1494974450703909e-14,51.063697814941406
MU1410,GCF_019324955.1,WP_209088724.1,SDR family NAD(P)-dependent oxidoreductase [Prochlorococcus marinus],adh_short,adh_short,3.4766940148915373e-16,56.02127456665039,0.00217437744140625,2.9196709761863886e-15,53.0057373046875
